Country,Indicator,Indicator_Type,SeriesCode,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Eastern and South-Eastern Asia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.47466,0.0,62.63486,0.0
Ecuador,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.11171,0.0,0.0,0.0
Egypt,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.54527,0.0,73.84404,0.0
El Salvador,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.94984,0.0,0.0,0.0
Estonia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.06382,0.0,92.2791,0.0
Eswatini,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90526,0.0,17.46899,0.0
Ethiopia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03551,0.0
Europe,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.48213,0.0,74.2899,0.0
Europe and Northern America,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.44318,0.0,86.47508,0.0
Faroe Islands,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.79052,0.0
Finland,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.28329,0.0,89.73807,0.0
France,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.50121,0.0,87.94422,0.0
French Guiana,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19862,0.0,71.78043,0.0
Gambia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14898,0.0,10.547,0.0
Georgia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.9906,0.0,48.76445,0.0
Germany,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.26206,0.0,98.96163,0.0
Ghana,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12577,0.0,11.81822,0.0
Gibraltar,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Greece,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.65101,0.0,89.68182,0.0
Greenland,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.2264,0.0,0.0,0.0
Guinea-Bissau,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.40018,0.0,19.11757,0.0
Guyana,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.47575,0.0
Hungary,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.56422,0.0,82.0525,0.0
Iceland,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.46891,0.0,3.04609,0.0
India,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.55772,0.0,20.71493,0.0
Iran (Islamic Republic of),6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.07181,0.0,25.22956,0.0
Iraq,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.08783,0.0,41.95676,0.0
Ireland,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.41705,0.0,51.86489,0.0
Isle of Man,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.90541,0.0
Israel,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.09497,0.0,97.34566,0.0
Italy,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.74056,0.0,70.22107,0.0
Japan,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.81722,0.0,91.66891,0.0
Jordan,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99641,0.0,76.8336,0.0
Kazakhstan,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.66982,0.0,36.33564,0.0
Kenya,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36146,0.0
Kiribati,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7972,0.0,33.2313,0.0
Kuwait,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7,0.0,100.0,0.0
Kyrgyzstan,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.89341,0.0,19.00883,0.0
Landlocked developing countries (LLDCs),6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.87271,0.0,20.8304,0.0
Lao People's Democratic Republic,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09606,0.0,10.24687,0.0
Latin America and the Caribbean,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.84037,0.0,45.91679,0.0
Latvia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.14523,0.0,87.42036,0.0
Least Developed Countries (LDCs),6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25117,0.0,17.4659,0.0
Libya,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.63242,0.0,14.41313,0.0
Liechtenstein,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1156,0.0,0.0,0.0
Lithuania,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.35281,0.0,96.75081,0.0
Luxembourg,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.34825,0.0,98.63204,0.0
Madagascar,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.30359,0.0,10.78688,0.0
Malawi,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47575,0.0,6.33095,0.0
Malaysia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8246,0.0,89.31612,0.0
Mali,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12193,0.0
Malta,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.35631,0.0,1.07696,0.0
Mauritius,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29201,0.0,19.0567,0.0
Melanesia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54852,0.0
Mexico,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.09313,0.0,64.34873,0.0
Monaco,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8,0.0,96.76617,0.0
Mongolia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43006,0.0,26.1439,0.0
Montenegro,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0727,0.0,55.27942,0.0
Morocco,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.14309,0.0,44.62698,0.0
Myanmar,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.12371,0.0
Nepal,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.20054,0.0,38.59771,0.0
Netherlands (Kingdom of the),6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81056,0.0,99.79,0.0
New Zealand,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.14296,0.0,84.477,0.0
Nicaragua,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.80458,0.0
Niger,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00021,0.0,8.6327,0.0
Nigeria,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2916,0.0,41.29955,0.0
North Macedonia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12154,0.0,4.86253,0.0
Northern Africa,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.96028,0.0,67.54338,0.0
Northern Africa and Western Asia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.69498,0.0,63.77148,0.0
Northern America,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.62537,0.0,96.0705,0.0
Northern Europe,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.06702,0.0
Norway,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.65636,0.0,75.81466,0.0
Oceania,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.70924,0.0,79.20315,0.0
Oceania (exc. Australia and New Zealand),6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84947,0.0
Pakistan,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.10948,0.0
Papua New Guinea,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0648,0.0
Paraguay,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14752,0.0
Peru,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6528,0.0
Philippines,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.94676,0.0,66.58663,0.0
Poland,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.85183,0.0,77.37506,0.0
Polynesia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.40292,0.0
Portugal,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.58287,0.0,87.51369,0.0
Puerto Rico,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,32.50916,0.0
Qatar,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.54709,0.0,99.94833,0.0
Republic of Korea,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.52509,0.0,99.05318,0.0
Republic of Moldova,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.49442,0.0,46.1607,0.0
Romania,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.32247,0.0,30.08521,0.0
Russian Federation,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92399,0.0,14.73645,0.0
Réunion,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.15555,0.0,74.48915,0.0
Samoa,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.68055,0.0,42.8632,0.0
San Marino,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1925,0.0,90.19249,0.0
Saudi Arabia,6.3.1,Proportion of safely treated domestic wastewater flows (%),EN_WWT_WWDS,PERCENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.63548,0.0,85.19016,0.0
